Bldg Num,Building Name,Abbrev,Address,GSF,Own / Lease,Status,Class,Year,Age,LEED Level,LEED Certification Year,X,Y,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Middleburg VA 20117,,,,,0,2017,,,38.9687211,-77.7355496,,,,,,,,,,,
,,,Herndon VA 20170,,,,,0,2017,,,38.9695545,-77.3860976,,,,,,,,,,,
,,,Herndon VA 20171,,,,,0,2017,,,38.9695545,-77.3860976,,,,,,,,,,,
368,Architecture Annex,AA,140 Otey Street Nw,15808,Owned,Active,Building,1916,101,,,39.0146439,-87.7399148,,,,,,,,,,,
369,Media Annex,TVFLM,130 Otey Street Nw,5076,Owned,Active,Building,1920,97,,,39.0146452,-87.7398077,,,,,,,,,,,
252,University Club,UCLUB,100 Otey Street Sw,0,,Active,Other,1930,87,,,39.014649,-87.7394864,,,,,,,,,,,
69,Special Purpose Housing - Building I,SPC I,3160 Oak Lane,9300,Owned,Active,Building,1990,27,,,39.0689501,-94.5804135,,,,,,,,,,,
1323,Smoke House,KL1323,1955-A Kentland Farm Road,200,Owned,Active,Structure,1818,199,,,39.0819883,-77.2301511,,,,,,,,,,,
1313,Old Farm Shop Building,KL1313,1864 Kentland Farm Road,510,Owned,Active,Structure,1935,82,,,39.0819883,-77.2301511,,,,,,,,,,,
1330,Scale House,KL1330,1788 Kentland Farm Road,70,Owned,Active,Building,1991,26,,,39.0819883,-77.2301511,,,,,,,,,,,
1332,Beef Cattle Reproduction Center,KL1332,2379 Kentland Farm Road,320,Owned,Active,Structure,1996,21,,,39.0819883,-77.2301511,,,,,,,,,,,
1316,Grain Bins,KL1316,1858 Kentland Farm Road,904,Owned,Active,Structure,2012,5,,,39.0819883,-77.2301511,,,,,,,,,,,
2364,Boardwalk Apartments,,306 2nd Street,2000,,Terminated,Building,0,2017,,,39.1012423,-76.8446379,,,,,,,,,,,
873,Barn,AS0873,595 Laurel Grove Road,5890,Owned,Active,Building,1951,66,,,39.112873,-78.284048,,,,,,,,,,,
875,Pesticide Storage Facility,AS0875,595 Laurel Grove Road,5400,Owned,Active,Building,1989,28,,,39.112873,-78.284048,,,,,,,,,,,
876,Metal Garage,AS0876,595 Laurel Grove Road,7697,Owned,Active,Building,1994,23,,,39.112873,-78.284048,,,,,,,,,,,
877,Metal Pump House,AS0877,595 Laurel Grove Road,289,Owned,Active,Building,1994,23,,,39.112873,-78.284048,,,,,,,,,,,
878,Office And Laboratory,ASRC,595 Laurel Grove Road,20534,Owned,Active,Building,1994,23,,,39.112873,-78.284048,,,,,,,,,,,
879,Greenhouse,AS0879,595 Laurel Grove Road,2016,Owned,Active,Building,2007,10,,,39.112873,-78.284048,,,,,,,,,,,
760,Va Seafood Research And Extension Center,VS0760,102 South King Street,9477,Leased,Active,Building,0,2017,,,39.1139749,-77.5649739,,,,,,,,,,,
910,Marion Dupont Scott Equine Medical Center,EM0910,17690 Old Waterford Road,70000,Leased,Active,Building,1984,33,,,39.127314,-77.5730212,,,,,,,,,,,
914,Phoresis Shed,EM0914,17690 Old Waterford Road,971,Leased,Active,Building,1992,25,,,39.127314,-77.5730212,,,,,,,,,,,
0915A,Run-In Shed Number 1,EM915A,17690 Old Waterford Road,371,Leased,Active,Building,1994,23,,,39.127314,-77.5730212,,,,,,,,,,,
0915B,Run-In Shed Number 2,EM915B,17690 Old Waterford Road,371,Leased,Active,Building,1994,23,,,39.127314,-77.5730212,,,,,,,,,,,
0915C,Run-In Shed Number 3,EM915C,17690 Old Waterford Road,371,Leased,Active,Building,1994,23,,,39.127314,-77.5730212,,,,,,,,,,,
0915D,Run-In Shed Number 4,EM915D,17690 Old Waterford Road,371,Leased,Active,Building,1994,23,,,39.127314,-77.5730212,,,,,,,,,,,
0915E,"Run-In Shed, Parcel A",EM915E,17690 Old Waterford Road,480,Leased,Active,Building,1995,22,,,39.127314,-77.5730212,,,,,,,,,,,
916,Hay Barn,EM0916,17690 Old Waterford Road,1455,Leased,Active,Building,2000,17,,,39.127314,-77.5730212,,,,,,,,,,,
919,Gazebo,EM0919,17690 Old Waterford Road,142,Leased,Active,Building,2001,16,,,39.127314,-77.5730212,,,,,,,,,,,
918,Maintenance Shed,EM0918,17690 Old Waterford Road,3273,Leased,Active,Building,2001,16,,,39.127314,-77.5730212,,,,,,,,,,,
917,Treadmill Facility,EM0917,17690 Old Waterford Road,2622,Leased,Active,Building,2001,16,,,39.127314,-77.5730212,,,,,,,,,,,
921,Isolation Barn,EM0921,17690 Old Waterford Road,4483,Leased,Active,Building,2004,13,,,39.127314,-77.5730212,,,,,,,,,,,
920,Research Barn Number 1,EM0920,17690 Old Waterford Road,2160,Leased,Active,Building,2004,13,,,39.127314,-77.5730212,,,,,,,,,,,
922,Video Infill,EM0922,17690 Old Waterford Road,1245,Leased,Active,Building,2004,13,,,39.127314,-77.5730212,,,,,,,,,,,
923,Equine Research Facility,EM0923,17690 Old Waterford Road,2954,Leased,Active,Building,2008,9,,,39.127314,-77.5730212,,,,,,,,,,,
924,Paul R. Fout Barn,EM0924,17690 Old Waterford Road,3544,Leased,Active,Building,2008,9,,,39.127314,-77.5730212,,,,,,,,,,,
912,Creamery,EM0912,17690 Old Waterford Road,565,Leased,Active,Building,0,2017,,,39.127314,-77.5730212,,,,,,,,,,,
911,Denning Springs,EM0911,17690 Old Waterford Road,3113,Leased,Active,Building,0,2017,,,39.127314,-77.5730212,,,,,,,,,,,
0913A,Equipment / Ag Structure Number 1,EM913A,17690 Old Waterford Road,1386,Leased,Active,Building,0,2017,,,39.127314,-77.5730212,,,,,,,,,,,
0913B,Equipment / Ag Structure Number 2,EM913B,17690 Old Waterford Road,1054,Leased,Active,Building,0,2017,,,39.127314,-77.5730212,,,,,,,,,,,
0913C,Storage Building Number 3,,17690 Old Waterford Road,600,,Demolished,Building,0,2017,,,39.127314,-77.5730212,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
,,,Leesburg VA 20177,,,,,0,2017,,,39.13,-77.5699999,,,,,,,,,,,
874,Greenhouse And Headhouse,,2500 Valley Avenue,2107,,Sold,Building,1951,66,,,39.1571476,-78.1852022,,,,,,,,,,,
872,Laboratory And Insectary Building,,2500 Valley Avenue,1568,,Sold,Building,1951,66,,,39.1571476,-78.1852022,,,,,,,,,,,
871,Machinery Storage And Shop,,2500 Valley Avenue,6300,,Sold,Building,1951,66,,,39.1571476,-78.1852022,,,,,,,,,,,
870,Main Office And Laboratories,,2500 Valley Avenue,4200,,Sold,Building,1951,66,,,39.1571476,-78.1852022,,,,,,,,,,,
,,,Winchester VA 22602,,,,,0,2017,,,39.1616759,-78.2703951,,,,,,,,,,,
,,,Winchester VA 22602,,,,,0,2017,,,39.1616759,-78.2703951,,,,,,,,,,,
,,,Winchester VA 22602,,,,,0,2017,,,39.1616759,-78.2703951,,,,,,,,,,,
,,,Winchester VA 22602,,,,,0,2017,,,39.1616759,-78.2703951,,,,,,,,,,,
,,,Winchester VA 22602,,,,,0,2017,,,39.1616759,-78.2703951,,,,,,,,,,,
,,,Winchester VA 22602,,,,,0,2017,,,39.1616759,-78.2703951,,,,,,,,,,,
2331,Tuckit In Storage Ii,OM2331,1335 Mudpike Road,400,Leased,Active,Building,0,2017,,,39.1690808,-85.2355119,,,,,,,,,,,
,,,Winchester VA 22601,,,,,0,2017,,,39.1819828,-78.1678439,,,,,,,,,,,
,,,Winchester VA 22601,,,,,0,2017,,,39.1819828,-78.1678439,,,,,,,,,,,
,,,Winchester VA 22601,,,,,0,2017,,,39.1819828,-78.1678439,,,,,,,,,,,
,,,Winchester VA 22601,,,,,0,2017,,,39.1819828,-78.1678439,,,,,,,,,,,
2498,House Of Lewes,,605 Bay Avenue,600,,Terminated,Building,1995,22,,,39.284274,-74.5754407,,,,,,,,,,,
,,,Frederick MD 21701,,,,,0,2017,,,39.4241558,-77.3668965,,,,,,,,,,,
115,Wallace Hall,WAL,295 West Campus Drive,103163,Owned,Active,Building,1992,25,,,39.438043,-77.8114779,,,,,,,,,,,
2065,Abingdon Graduate Center,,U.S. Route 19 West,1850,,Terminated,Building,0,2017,,,39.6318101,-79.9566641,,,,,,,,,,,
286,Family Services,,124 Jackson Street,0,,Terminated,Building,0,2017,,,39.718451,-104.9421969,,,,,,,,,,,
0186A,Indoor Athletic Training Facility,IATF,530 Callaghan-Sheridan Way,91600,Owned,Active,Building,2015,2,Silver,2015,39.724991,-105.0531739,,,,,,,,,,,
134,Whittemore Hall,WHIT,1185 Perry Street,155339,Owned,Active,Building,1971,46,,,39.7347553,-105.0392891,,,,,,,,,,,
2494,House Of B. Iacino,,1215 East Cherry Street,1200,,Terminated,Building,1900,117,,,39.734984,-104.934155,,,,,,,,,,,
173,Bishop-Favrao Hall,BFH,1345 Perry Street,31651,Owned,Active,Building,2007,10,,,39.73746,-105.039625,,,,,,,,,,,
159,Classroom Building,CLSRM,1455 Perry Street,73275,Owned,Active,Building,2016,1,,,39.7395271,-105.0393057,,,,,,,,,,,
2155,Triple-T Partnership,TTTP,1080 South Main Street,1344,Leased,Active,Building,0,2017,,,39.9188493,-77.6647092,,,,,,,,,,,
0266B,Center For Exceptionalities,,103 Jackson Street,2531,,Terminated,Building,0,2017,,,39.9205524,-75.1487618,,,,,,,,,,,
2435,Yankton,,903 Jackson Street,925,,Terminated,Building,0,2017,,,39.9222196,-75.1617055,,,,,,,,,,,
2422,Chapel Avenue,,72 Chapel Avenue,2000,,Terminated,Building,1911,106,,,39.9496029,-75.051008,,,,,,,,,,,
2501,Conservation Management Institute Sd,,4704 East Main Street,1300,,Terminated,Building,1922,95,,,39.955346,-82.8724006,,,,,,,,,,,
0270F,Building 270f [Math Modular],,1055 Perry Street,1873,,Demolished,Building,1993,24,,,39.9820195,-83.0192951,,,,,,,,,,,
287,Shaver Barn,,Shadow Lake Road,0,,Terminated,Building,0,2017,,,39.9967692,-105.1347972,,,,,,,,,,,
0124V,Forestry Shed,GH FS,220-V Garden Lane,960,Owned,Active,Building,2000,17,,,39.9971846,-74.7831838,,,,,,,,,,,
0124W,Storage Building,GH SB,240-W Garden Lane,3860,Owned,Active,Building,2006,11,,,40.0065456,-83.0158848,,,,,,,,,,,
1311,Main Kentland Office,KL1311,5004 Kentland Farms Road,896,Owned,Active,Building,1950,67,,,40.0598222,-83.117158,,,,,,,,,,,
1312,Kentland Manor House,KL1312,5461 Kentland Farms Road,4880,Owned,Active,Building,1818,199,,,40.0600836,-83.1181053,,,,,,,,,,,
1315,Old Horse Barn,KL1315,5416 Kentland Farms Road,8280,Owned,Active,Building,1955,62,,,40.0600836,-83.1181053,,,,,,,,,,,
1331,Beef Cattle Reproduction Shed,KL1331,5676 Kentland Farms Road,4352,Owned,Active,Building,1991,26,,,40.0600836,-83.1181053,,,,,,,,,,,
1325,Beef Cattle Reproduction Center,KL1325,5677 Kentland Farms Road,3640,Owned,Active,Building,1996,21,,,40.0600836,-83.1181053,,,,,,,,,,,
1333,Aerobiology Maintenance Building,KL1333,5384 Kentland Farms Road,4864,Owned,Active,Building,2012,5,,,40.0600836,-83.1181053,,,,,,,,,,,
2354,Lynch Apartment,,119 Laura Lane,1200,,Terminated,Building,0,2017,,,40.226563,-79.8561867,,,,,,,,,,,
0955A,Trillium Townhomes 2,,5 Hardwick Drive,1086,,Terminated,Building,0,2017,,,40.2572959,-74.7556963,,,,,,,,,,,
0270K,Building 270k [Uav / Hyperloop Classroom-Office],DPARK,2143 Oak Lane,1300,Owned,Planning/Permitting,Building,2017,0,,,40.2622796,-111.636538,,,,,,,,,,,
2375,Olding Building,,33 Cedar Hill Road,850,,Terminated,Building,1972,45,,,40.2781411,-75.2272962,,,,,,,,,,,
2179,Lakewood Road 2,,410 Lakewood Road,2000,,Terminated,Building,0,2017,,,40.283823,-79.501343,,,,,,,,,,,
0728A,Luray Extension Office,,1230 East Main Street,2472,,Terminated,Building,1953,64,,,40.316833,-76.573728,,,,,,,,,,,
0185A,Quonset Hut At Running Track,,Spring Road,0,,Demolished,Structure,0,2017,,,40.317543,-77.1604096,,,,,,,,,,,
,,,Middletown NJ 07748,,,,,0,2017,,,40.3925365,-74.1181234,,,,,,,,,,,
,,,Middletown NJ 07748,,,,,0,2017,,,40.3925365,-74.1181234,,,,,,,,,,,
925,American Workhorse Museum,OV0925,Route 662,0,Leased,Active,Building,0,2017,,,40.3987288,-75.8083951,,,,,,,,,,,
0268A,901b Progress Street,,901-B Progress Street,1442,,Terminated,Building,0,2017,,,40.4531691,-79.992679,,,,,,,,,,,
2081,Aaaa Self Storage,,1607 East Washington Street,50,,Terminated,Building,0,2017,,,40.4797719,-88.964299,,,,,,,,,,,
2562,Sunset Apartments,,1106 Cornell Street,850,,Terminated,Building,0,2017,,,40.4844211,-80.0308108,,,,,,,,,,,
2010,Arnold'S [C-Squared Partnership],,220 North Main Street,950,,Terminated,Building,1920,97,,,40.5125711,-88.9947002,,,,,,,,,,,
2100,Pesticide Programs,,1531 North Main Street,1800,,Terminated,Building,0,2017,,,40.559134,-112.2975356,,,,,,,,,,,
380,Southwest Chiller Plant,SWCP,2295 Smithfield Drive,16655,Owned,Active,Building,2013,4,Silver,2013,40.5744368,-105.0017103,,,,,,,,,,,
620,Corporate Research Center,CRC,Kraft Drive,0,,Active,Location,0,2017,,,40.57937,-75.587079,,,,,,,,,,,
2455,House Of Salvatori,,311 Pearl Street,1200,,Terminated,Building,0,2017,,,40.5917911,-105.0975188,,,,,,,,,,,
2210,Prices Fork Storage,,912 Magnolia Lane,100,,Terminated,Building,0,2017,,,40.597042,-74.717012,,,,,,,,,,,
259,Lyric Theater,LYRIC,135 College Avenue,7000,,Terminated,Building,1926,91,,,40.621696,-74.1254284,,,,,,,,,,,
508,Hay Shed,HAYS,1588 Old Mill Road,1382,Owned,Active,Structure,1957,60,,,40.6849283,-73.5679446,,,,,,,,,,,
39,Payne Hall,PAYNE,600 Washington Street Sw,68556,Owned,Active,Building,1993,24,,,40.6860858,-89.595792,,,,,,,,,,,
2090,Soil Survey Program,,Lewis Avenue,300,,Terminated,Building,0,2017,,,40.689354,-73.936321,,,,,,,,,,,
,,,Babylon NY 11702,,,,,0,2017,,,40.6956692,-73.3256983,,,,,,,,,,,
2469,Jouster House,,120 Virginia Avenue,2373,,Terminated,Building,1952,65,,,40.7138909,-74.079969,,,,,,,,,,,
2497,House Of Jensen 2,,111 Center Street,820,,Terminated,Building,1992,25,,,40.7168692,-74.0014591,,,,,,,,,,,
2222,Southwest Virginia Moving And Storage,OM2222,195 Sullivan Street,2700,Leased,Active,Building,0,2017,,,40.7288025,-74.0004402,,,,,,,,,,,
195,Owens Hall,OWENS,150 Kent Street,97668,Owned,Active,Building,1939,78,,,40.7306641,-73.9550165,,,,,,,,,,,
25,Vawter Hall,VAW,180 Kent Street,58852,Owned,Active,Building,1962,55,,,40.730767,-73.953428,,,,,,,,,,,
178,University Bookstore,BOOK,115 Kent Street,40529,Owned,Active,Building,1975,42,,,40.7308815,-73.9563772,,,,,,,,,,,
2421,Collins Avenue,,102 Collins Avenue,1400,,Terminated,Building,0,2017,,,40.7323871,-73.0800023,,,,,,,,,,,
304,Arrington House,,103 Perry Street,1896,,Demolished,Building,1950,67,,,40.7351756,-74.0057839,,,,,,,,,,,
278,Lomascolo House,,Perry Street,3554,,Demolished,Building,1934,83,,,40.7352161,-74.0055169,,,,,,,,,,,
0270A,Building 270a [Architecture Building A],,Perry Street,1445,,Demolished,Building,1988,29,,,40.7352161,-74.0055169,,,,,,,,,,,
0270B,Building 270b [Architecture Building B],,Perry Street,1445,,Demolished,Building,1988,29,,,40.7352161,-74.0055169,,,,,,,,,,,
0270D,Building 270d [White House],,Perry Street,2016,,Sold,Building,1993,24,,,40.7352161,-74.0055169,,,,,,,,,,,
207,Substation Control Building,SUBS1,Perry Street,600,Owned,Active,Building,2003,14,,,40.7352161,-74.0055169,,,,,,,,,,,
1500,Multi-Modal Transit Facility,MMTF,Perry Street,12500,Leased,Planning/Permitting,Other,0,2017,,,40.7352161,-74.0055169,,,,,,,,,,,
,,,Sayville NY 11782,,,,,0,2017,,,40.7359317,-73.0820556,,,,,,,,,,,
41,Peddrew-Yates Hall,PY,610 Washington Street Sw,63195,Owned,Active,Building,1998,19,,,40.7438914,-74.0292188,,,,,,,,,,,
2565,Adams Apartments,,519 Adams Street,850,,Terminated,Building,0,2017,,,40.7439907,-74.0353899,,,,,,,,,,,
1318,Concrete Trench Silos,KL1318,3175 Reservoir Road,0,Owned,Active,Structure,1970,47,,,40.7454791,-84.0456124,,,,,,,,,,,
2423,Robinwood Drive,,113 Robinwood Drive,1200,,Terminated,Building,1963,54,,,40.764774,-72.864328,,,,,,,,,,,
474,Milking Center,,525 Dairy Road,5205,,Demolished,Building,2004,13,,,40.778466,-75.90476,,,,,,,,,,,
2301,Holly Lane,,27 Holly Lane,1300,,Terminated,Building,0,2017,,,40.7936236,-72.8717333,,,,,,,,,,,
,,,Shirley NY 11967,,,,,0,2017,,,40.8014876,-72.8676033,,,,,,,,,,,
,,,Shirley NY 11967,,,,,0,2017,,,40.8014876,-72.8676033,,,,,,,,,,,
,,,Shirley NY 11967,,,,,0,2017,,,40.8014876,-72.8676033,,,,,,,,,,,
2363,Sycamore Apartments Iii,,150 Sycamore Drive,850,,Terminated,Building,0,2017,,,40.8029382,-73.631196,,,,,,,,,,,
,,,Quogue NY 11959,,,,,0,2017,,,40.8133575,-72.6003326,,,,,,,,,,,
2230,Baycrest Avenue,,39 Baycrest Avenue,1900,,Terminated,Building,1991,26,,,40.817257,-72.661392,,,,,,,,,,,
2300,Piping Plover,,45 Old Depot Road,2000,,Terminated,Building,0,2017,,,40.828621,-72.605587,,,,,,,,,,,
2474,Azalea Drive House,OS2474,6 Azalea Drive,1279,Leased,Active,Building,1958,59,,,40.8289851,-73.4959087,,,,,,,,,,,
2166,Northern District Extension Office,,70 Main Street,2895,,Terminated,Building,1990,27,,,40.8744991,-73.4180112,,,,,,,,,,,
2175,Mallard Drive,,14 Mallard Drive,2300,,Terminated,Building,1970,47,,,40.9234859,-73.486982,,,,,,,,,,,
2303,Locust Drive,OS2303,79 Locust Drive,2000,Leased,Active,Building,1969,48,,,40.955469,-72.935615,,,,,,,,,,,
2420,Valenti Building,,62-A Hazelwood Avenue,1200,,Terminated,Building,1988,29,,,41.001772,-74.0449284,,,,,,,,,,,
124,Greenhouse,GH,101 Garden Lane,37498,Owned,Active,Building,1955,62,,,41.0082308,-73.7729731,,,,,,,,,,,
125,Insectary Building,INS,101 Garden Lane,3160,Owned,Active,Building,1967,50,,,41.0082308,-73.7729731,,,,,,,,,,,
2304,Lord House,,32 Milton Road,2800,,Terminated,Building,0,2017,,,41.0268646,-74.5166982,,,,,,,,,,,
2465,Fish And Shellfish Technologies,,555 Industrial Park Road,3600,,Terminated,Building,0,2017,,,41.0284407,-78.3982633,,,,,,,,,,,
2070,Blacksburg Square [Old Kmart Building],BB SQ,1425 South Main Street,62520,Leased,Active,Building,0,2017,,,41.0482396,-81.5275425,,,,,,,,,,,
2605,Wind Turbine,OM2605,1000 North Main Street,0,Owned,Active,Other,0,2017,,,41.0532089,-83.6532127,,,,,,,,,,,
64,Special Purpose Housing - Building D,SPC D,2805 Oak Lane,9300,Owned,Active,Building,1990,27,,,41.0666475,-111.9141258,,,,,,,,,,,
66,Special Purpose Housing - Building F,SPC F,2615 Oak Lane,9300,Owned,Active,Building,1990,27,,,41.095187,-111.916266,,,,,,,,,,,
2440,Nw District Extension Center,,1316 East Main Street,1158,,Terminated,Building,0,2017,,,41.1212606,-88.8164996,,,,,,,,,,,
841,Dulles Gateway Center Office Building,,13921 Park Center Road,0,,Terminated,Building,0,2017,,,41.2339049,-96.1302742,,,,,,,,,,,
1502,Bus Canopy A,MC1502,West Campus Drive,0,Leased,Planning/Permitting,Other,0,2017,,,41.2566991,-72.9928474,,,,,,,,,,,
1503,Bus Canopy B,MC1503,West Campus Drive,0,Leased,Planning/Permitting,Other,0,2017,,,41.2566991,-72.9928474,,,,,,,,,,,
154,Robeson Hall,ROB,850 West Campus Drive,66138,Owned,Active,Building,1960,57,,,41.2574523,-72.9902984,,,,,,,,,,,
2345,Sarvis Building,,6 Salem Lane,1600,,Terminated,Building,1992,25,,,41.277412,-73.549057,,,,,,,,,,,
0511A,College Farm Machine Shed,CFMS,1020-A Old Mill Road,7625,Owned,Active,Building,1991,26,,,41.288359,-81.383779,,,,,,,,,,,
277,Price House,,401 Barger Street,4030,,Demolished,Building,1924,93,,,41.3393644,-73.8215203,,,,,,,,,,,
0185C,Lane Stadium Lights,,285 Spring Road,0,,Demolished,Other,0,2017,,,41.3714052,-72.8466285,,,,,,,,,,,
733,Geology Workshop,,Route 94,2400,,Terminated,Building,0,2017,,,41.3788996,-74.2382934,,,,,,,,,,,
2362,Sycamore Apartments Ii,,220 Sycamore Drive,1015,,Terminated,Building,0,2017,,,41.4447891,-74.1042609,,,,,,,,,,,
2020,Hcmf Building,,211 College Avenue,874,,Terminated,Building,0,2017,,,41.6078717,-93.6204055,,,,,,,,,,,
1324,Orchard Research Building,KL1324,7304 Orchard Center Drive,3600,Owned,Active,Building,1990,27,,,41.6086208,-83.7132285,,,,,,,,,,,
1329,Central Handling Facility,KL1329,7210 Orchard Center Drive,2867,Owned,Active,Building,1993,24,,,41.6086208,-83.7132285,,,,,,,,,,,
1326,Repair Shop And Shed,KL1326,7306 Orchard Center Drive,4325,Owned,Active,Building,1993,24,,,41.6086208,-83.7132285,,,,,,,,,,,
1322,Orchard Pump House,KL1322,2831 Orchard Center Drive,228,Owned,Active,Structure,1988,29,,,41.6095207,-83.7096556,,,,,,,,,,,
2451,Conservation Management Institute Vi,,407 North High Street,1756,,Terminated,Building,1950,67,,,41.6100179,-90.3352402,,,,,,,,,,,
2349,Great Ridge Road,,50336 Great Ridge Road,4750,,Terminated,Building,1995,22,,,41.6418541,-81.3811508,,,,,,,,,,,
2390,Corner Properties,CPROP,101 South Main Street,2288,Leased,Active,Building,0,2017,,,41.6758012,-86.25251,,,,,,,,,,,
2353,Small Apartment,,111 President Jefferson Court,1400,,Terminated,Building,0,2017,,,41.7006408,-93.0776313,,,,,,,,,,,
2394,Molinari,OC2394,Via Piazza Grande 10,1130,Leased,Active,Building,0,2017,,,41.705096,14.936956,,,,,,,,,,,
2025,Blacksburg Post Office,BBPO,118 North Main Street,2000,,Terminated,Building,1936,81,,,41.7337383,-111.8344422,,,,,,,,,,,
255,Central Office Building,,101 North Main Street,1200,,Terminated,Building,0,2017,,,41.8280747,-71.4091572,,,,,,,,,,,
282,Leased Equipment Storage Building [Stables],,North Main Street,20000,,Terminated,Building,0,2017,,,41.8420042,-71.4077707,,,,,,,,,,,
2096,School Of Visual Arts,,216 South Main Street,2250,,Terminated,Building,0,2017,,,41.879641,-72.6094281,,,,,,,,,,,
,,,Chicago IL 60611,,,,,0,2017,,,41.8925085,-87.6161696,,,,,,,,,,,
,,,Chicago IL 60611,,,,,0,2017,,,41.8925085,-87.6161696,,,,,,,,,,,
